Call  Failure,Complains,Subscription_Length,Charge  Amount,Seconds_of_Use,Frequency_of_Use,Frequency_of_SMS,Distinct_Called_Numbers,Status,Age,Customer_Value,Churn,AHT,FCR,Sentiment_Score,Transfer_Count,SLA_Compliance,Callback_Count,Usage_per_Sub_Day,SLA_Target,Service_Gap,Complexity_Score,Tariff_1,Tariff_2,Age_Group_Numeric
6,0,37,1,3585,82,57,30,1,30,374.68,0,372,1,1,2,0.99,0,96.89189189189189,0.95,-0.040000000000000036,1.0,True,False,35
0,0,37,0,2170,39,310,20,1,30,1328.36,0,186,0,1,3,0.81,2,58.648648648648646,0.95,0.1399999999999999,2.1,True,False,35
8,0,36,2,8925,121,169,45,1,30,1037.84,0,298,1,5,0,1.0,0,247.91666666666666,0.95,-0.050000000000000044,0.0,True,False,35
2,0,37,0,13583,169,25,46,1,30,650.08,0,209,0,5,3,0.89,1,367.1081081081081,0.95,0.05999999999999994,1.8,True,False,35
2,0,37,1,4325,83,27,27,1,30,284.32,0,181,0,5,1,0.92,0,116.89189189189189,0.95,0.029999999999999916,0.5,True,False,35
1,0,37,0,5728,95,32,14,1,30,360.92,0,344,0,4,1,0.78,0,154.8108108108108,0.95,0.16999999999999993,0.5,True,False,35
4,0,37,0,2048,54,33,19,2,30,216.08,0,185,1,2,0,0.89,0,55.351351351351354,0.95,0.05999999999999994,0.0,True,False,35
20,0,37,3,14950,225,79,34,1,30,923.0,0,317,1,3,3,0.85,2,404.05405405405406,0.95,0.09999999999999998,2.1,True,False,35
0,0,37,1,2905,27,508,10,1,30,2149.28,0,323,0,5,2,0.99,0,78.51351351351352,0.95,-0.040000000000000036,1.0,True,False,35
4,0,36,0,15295,182,175,32,1,25,1483.965,0,165,0,5,3,0.97,2,424.8611111111111,0.95,-0.020000000000000018,2.1,True,False,25
0,0,36,1,6310,86,211,28,1,30,1099.84,0,193,0,3,2,0.82,1,175.27777777777777,0.95,0.13,1.3,True,False,35
0,0,36,0,685,14,25,13,2,25,143.955,0,348,0,5,0,0.98,0,19.02777777777778,0.95,-0.030000000000000027,0.0,True,False,25
0,0,37,0,520,14,38,10,2,30,173.36,0,276,1,2,1,0.97,1,14.054054054054054,0.95,-0.020000000000000018,0.8,True,False,35
0,0,36,0,0,0,25,0,2,25,112.5,1,180,1,3,1,0.88,1,0.0,0.95,0.06999999999999995,0.8,True,False,25
0,0,36,0,7318,127,409,45,1,30,1933.8,0,397,1,5,0,0.72,0,203.27777777777777,0.95,0.22999999999999998,0.0,True,False,35
2,0,36,1,11275,154,36,49,1,45,375.725,0,216,1,2,3,0.75,1,313.19444444444446,0.95,0.19999999999999996,1.8,True,False,45
3,0,36,1,6528,75,133,39,1,25,895.635,0,151,1,4,3,0.72,2,181.33333333333334,0.95,0.22999999999999998,2.1,True,False,25
18,0,32,0,765,47,41,19,2,30,196.48,1,381,0,3,2,0.73,2,23.90625,0.95,0.21999999999999997,1.6,True,False,35
16,0,35,8,10245,93,26,44,1,55,194.07,0,154,0,2,2,0.99,1,292.7142857142857,0.95,-0.040000000000000036,1.3,False,True,55
8,1,35,1,5628,98,51,26,1,25,487.17,1,288,1,2,2,0.76,2,160.8,0.95,0.18999999999999995,1.6,True,False,25
0,0,33,0,2650,22,25,16,1,30,206.88,0,398,1,4,2,0.91,2,80.3030303030303,0.95,0.039999999999999925,1.6,True,False,35
4,1,34,0,2800,41,34,18,2,30,249.64,1,294,1,3,0,0.89,0,82.3529411764706,0.95,0.05999999999999994,0.0,True,False,35
4,0,35,0,2078,44,59,33,2,30,320.88,1,296,1,2,2,0.89,1,59.371428571428574,0.95,0.05999999999999994,1.3,True,False,35
0,0,35,0,0,0,25,0,2,30,100.0,1,247,1,4,3,0.76,2,0.0,0.95,0.18999999999999995,2.1,True,False,35
0,0,35,0,1478,25,25,8,1,45,100.075,0,181,1,1,3,0.87,0,42.22857142857143,0.95,0.07999999999999996,1.5,True,False,45
0,0,32,1,6595,97,39,24,1,55,158.88,0,293,1,1,2,0.89,1,206.09375,0.95,0.05999999999999994,1.3,True,False,55
0,0,35,0,438,7,34,6,2,45,96.125,1,374,0,5,3,0.87,2,12.514285714285714,0.95,0.07999999999999996,2.1,True,False,45
0,0,35,1,148,4,29,4,1,55,45.78,0,172,0,4,2,0.76,0,4.228571428571429,0.95,0.18999999999999995,1.0,True,False,55
20,0,30,3,15885,238,25,82,1,25,838.035,0,370,0,3,1,0.92,2,529.5,0.95,0.029999999999999916,1.1,True,False,25
1,0,33,3,6775,116,296,35,1,25,1642.095,0,253,0,1,1,0.72,2,205.3030303030303,0.95,0.22999999999999998,1.1,False,True,25
0,0,35,0,3528,82,27,30,1,30,252.4,0,284,1,3,2,0.88,1,100.8,0.95,0.06999999999999995,1.3,True,False,35
0,0,34,0,1475,44,63,22,2,30,312.76,0,191,1,3,3,0.83,1,43.38235294117647,0.95,0.12,1.8,True,False,35
1,0,35,0,2590,53,200,25,1,25,1018.935,0,305,1,3,0,0.78,1,74.0,0.95,0.16999999999999993,0.3,True,False,25
0,0,26,1,1125,36,218,13,1,25,1033.245,0,195,1,1,1,0.94,1,43.26923076923077,0.95,0.010000000000000009,0.8,False,True,25
0,0,25,0,1378,39,55,70,1,45,172.925,0,218,0,3,2,0.75,1,55.12,0.95,0.19999999999999996,1.3,True,False,45
6,0,26,0,510,25,35,9,2,30,161.4,0,330,1,3,3,0.98,1,19.615384615384617,0.95,-0.030000000000000027,1.8,True,False,35
0,0,25,0,635,10,46,5,2,45,131.125,0,162,1,2,1,0.97,1,25.4,0.95,-0.020000000000000018,0.8,True,False,45
5,0,24,0,1035,32,44,15,1,25,246.015,0,261,0,1,2,0.81,2,43.125,0.95,0.1399999999999999,1.6,True,False,25
0,0,24,0,3035,61,33,25,1,30,255.84,0,298,0,5,0,0.79,2,126.45833333333333,0.95,0.15999999999999992,0.6,True,False,35
0,0,17,0,1505,26,53,16,1,25,307.395,0,183,1,4,1,0.74,1,88.52941176470588,0.95,0.20999999999999996,0.8,True,False,25
11,0,16,1,6203,141,110,44,1,25,780.48,0,223,0,4,3,0.97,1,387.6875,0.95,-0.020000000000000018,1.8,False,True,25
7,0,14,0,8743,171,98,42,1,55,280.71,0,235,1,4,2,0.89,0,624.5,0.95,0.05999999999999994,1.0,True,False,55
3,0,15,3,2663,45,56,21,1,30,332.32,0,315,1,4,3,0.71,0,177.53333333333333,0.95,0.24,1.5,True,False,35
0,0,8,1,4200,40,240,12,1,30,1129.6,0,394,1,1,0,0.85,1,525.0,0.95,0.09999999999999998,0.3,True,False,35
0,1,8,1,1298,19,25,9,1,30,152.68,1,359,0,3,1,0.73,0,162.25,0.95,0.21999999999999997,0.5,True,False,35
3,0,35,0,3950,59,0,11,1,25,180.405,0,197,1,5,3,0.87,2,112.85714285714286,0.95,0.07999999999999996,2.1,True,False,25
0,0,36,0,0,0,0,0,2,25,0.0,0,154,1,2,3,0.85,0,0.0,0.95,0.09999999999999998,1.5,True,False,25
5,0,34,0,2033,48,320,18,1,25,1533.645,0,162,0,5,3,0.72,0,59.794117647058826,0.95,0.22999999999999998,1.5,True,False,25
5,0,35,0,3778,54,0,29,1,15,210.76,0,298,1,1,1,0.94,0,107.94285714285714,0.95,0.010000000000000009,0.5,True,False,18
0,0,35,0,1973,46,0,27,1,15,111.045,0,189,1,2,3,0.78,0,56.371428571428574,0.95,0.16999999999999993,1.5,True,False,18
6,0,35,0,3355,70,0,22,1,25,154.125,0,207,1,2,1,0.86,1,95.85714285714286,0.95,0.08999999999999997,0.8,True,False,25
0,0,35,0,1940,27,246,12,1,30,1062.68,0,361,0,4,3,0.89,2,55.42857142857143,0.95,0.05999999999999994,2.1,True,False,35
8,0,34,0,8695,109,105,37,1,30,772.16,0,368,1,1,3,0.99,2,255.73529411764707,0.95,-0.040000000000000036,2.1,True,False,35
2,0,35,0,13353,157,0,38,1,30,540.4,0,359,0,2,1,0.85,0,381.51428571428573,0.95,0.09999999999999998,0.5,True,False,35
2,0,35,0,4095,71,0,19,1,30,166.64,0,213,0,4,1,0.98,0,117.0,0.95,-0.030000000000000027,0.5,True,False,35
1,0,35,0,5498,83,0,6,1,25,251.145,0,304,0,2,3,0.81,1,157.0857142857143,0.95,0.1399999999999999,1.8,True,False,25
4,0,35,0,1818,42,0,11,2,30,74.4,0,302,1,5,1,0.96,0,51.94285714285714,0.95,-0.010000000000000009,0.5,True,False,35
20,0,35,1,14720,213,15,26,1,25,739.485,0,196,0,5,1,0.77,2,420.57142857142856,0.95,0.17999999999999994,1.1,True,False,25
0,0,35,0,2675,15,444,2,1,30,1883.6,0,288,1,2,2,0.91,0,76.42857142857143,0.95,0.039999999999999925,1.0,True,False,35
4,0,34,0,15065,170,111,24,1,25,1185.075,0,281,1,3,3,0.73,1,443.0882352941176,0.95,0.21999999999999997,1.8,True,False,25
0,0,34,0,6080,74,147,20,1,30,834.16,0,249,1,2,0,1.0,1,178.8235294117647,0.95,-0.050000000000000044,0.3,True,False,35
0,0,34,0,455,2,0,5,2,25,20.565,0,337,1,2,3,0.99,1,13.382352941176471,0.95,-0.040000000000000036,1.8,True,False,25
0,0,35,0,290,2,0,2,2,25,13.14,0,319,1,4,1,0.83,1,8.285714285714286,0.95,0.12,0.8,True,False,25
0,0,34,0,0,0,0,0,2,25,0.0,1,283,0,2,0,0.86,2,0.0,0.95,0.08999999999999997,0.6,True,False,25
0,0,34,0,7088,115,345,37,1,25,1876.635,0,331,0,1,1,0.88,1,208.47058823529412,0.95,0.06999999999999995,0.8,True,False,25
2,0,34,0,11045,142,0,41,1,30,447.48,0,340,1,2,1,0.78,1,324.8529411764706,0.95,0.16999999999999993,0.8,True,False,35
3,0,34,0,6298,63,69,31,1,25,596.745,0,291,1,5,2,0.9,2,185.23529411764707,0.95,0.04999999999999993,1.6,True,False,25
18,0,30,0,535,35,0,11,2,25,25.65,1,216,1,2,2,0.91,2,17.833333333333332,0.95,0.039999999999999925,1.6,True,False,25
16,0,33,6,10015,81,0,36,1,45,252.4,0,339,1,2,0,0.86,2,303.4848484848485,0.95,0.08999999999999997,0.6,True,False,45
8,0,33,0,5398,86,0,18,1,25,246.78,1,329,1,4,1,0.74,0,163.57575757575756,0.95,0.20999999999999996,0.5,True,False,25
0,0,31,0,2420,10,0,8,1,30,97.2,0,395,1,1,0,0.98,2,78.06451612903226,0.95,-0.030000000000000027,0.6,True,False,35
4,1,32,0,2570,29,0,10,2,25,116.955,1,187,1,2,1,0.73,2,80.3125,0.95,0.21999999999999997,1.1,True,False,25
4,0,33,0,1848,32,0,25,2,30,75.2,1,254,0,1,2,0.89,2,56.0,0.95,0.05999999999999994,1.6,True,False,35
0,0,33,0,0,0,0,0,2,25,0.0,1,381,1,5,3,0.73,2,0.0,0.95,0.21999999999999997,2.1,True,False,25
0,0,33,0,1248,13,0,3,1,30,50.44,0,278,0,5,0,0.74,1,37.81818181818182,0.95,0.20999999999999996,0.3,True,False,35
0,0,30,0,6365,85,0,16,1,45,161.25,0,385,1,4,2,0.71,2,212.16666666666666,0.95,0.24,1.6,True,False,45
0,0,33,0,0,0,0,0,2,30,0.0,1,153,0,2,1,0.81,1,0.0,0.95,0.1399999999999999,0.8,True,False,35
0,0,33,0,0,0,0,0,1,45,0.0,0,158,1,4,1,0.89,2,0.0,0.95,0.05999999999999994,1.1,True,False,45
20,0,28,1,15655,226,0,74,1,25,714.645,0,349,1,4,2,0.86,1,559.1071428571429,0.95,0.08999999999999997,1.3,True,False,25
1,0,31,1,6545,104,232,27,1,25,1343.205,0,239,0,5,0,0.9,2,211.1290322580645,0.95,0.04999999999999993,0.6,False,True,25
0,0,33,0,3298,70,0,22,1,25,151.56,0,280,0,1,3,0.9,2,99.93939393939394,0.95,0.04999999999999993,2.1,True,False,25
0,0,32,0,1245,32,0,14,2,30,51.08,0,257,1,4,1,0.74,2,38.90625,0.95,0.20999999999999996,1.1,True,False,35
1,0,33,0,2360,41,136,17,1,25,720.045,0,251,0,1,0,0.72,0,71.51515151515152,0.95,0.22999999999999998,0.0,True,False,25
0,0,24,0,895,24,154,5,1,25,734.355,0,384,1,3,3,0.89,2,37.291666666666664,0.95,0.05999999999999994,2.1,False,True,25
0,0,23,0,1148,27,0,62,1,45,29.375,0,173,1,5,3,0.9,0,49.91304347826087,0.95,0.04999999999999993,1.5,True,False,45
6,0,24,0,280,13,0,1,2,25,13.185,0,343,0,1,2,0.87,2,11.666666666666666,0.95,0.07999999999999996,1.6,True,False,25
0,0,23,0,0,0,0,0,2,45,0.0,0,372,0,1,2,0.77,0,0.0,0.95,0.17999999999999994,1.0,True,False,45
5,0,22,0,805,20,0,7,1,15,45.375,0,314,1,5,0,0.94,0,36.59090909090909,0.95,0.010000000000000009,0.0,True,False,18
0,0,22,0,2805,49,0,17,1,30,114.16,0,248,1,1,1,0.72,1,127.5,0.95,0.22999999999999998,0.8,True,False,35
0,0,15,0,1275,14,0,8,1,25,58.005,0,190,0,4,1,0.89,1,85.0,0.95,0.05999999999999994,0.8,True,False,25
11,0,14,0,5973,129,46,36,1,15,588.61,0,320,1,3,3,0.74,2,426.64285714285717,0.95,0.20999999999999996,2.1,False,True,18
7,0,12,0,8513,159,34,34,1,45,301.8,0,267,1,2,1,0.9,1,709.4166666666666,0.95,0.04999999999999993,0.8,True,False,45
3,0,13,1,2433,33,0,13,1,30,98.64,0,187,1,5,2,0.83,0,187.15384615384616,0.95,0.12,1.0,True,False,35
0,0,6,0,3970,28,176,4,1,25,971.91,0,239,1,5,1,0.92,1,661.6666666666666,0.95,0.029999999999999916,0.8,True,False,25
0,1,6,0,1068,7,0,1,1,25,48.375,1,390,1,2,2,0.72,1,178.0,0.95,0.22999999999999998,1.3,True,False,25
5,0,36,0,4255,66,7,18,1,25,225.945,0,216,1,1,0,0.87,1,118.19444444444444,0.95,0.07999999999999996,0.3,True,False,25
0,0,37,0,0,0,9,0,2,25,40.5,0,194,1,1,2,0.74,1,0.0,0.95,0.20999999999999996,1.3,True,False,25
7,0,35,0,2338,55,361,25,1,25,1732.185,0,320,1,1,0,0.9,2,66.8,0.95,0.04999999999999993,0.6,True,False,25
7,0,36,0,4083,61,3,36,1,15,244.42,0,199,1,5,2,0.74,2,113.41666666666667,0.95,0.20999999999999996,1.6,True,False,18
0,0,36,0,2278,53,4,34,1,15,150.205,0,379,0,3,0,0.72,0,63.27777777777778,0.95,0.22999999999999998,0.0,True,False,18
8,0,36,0,3660,77,34,29,1,25,321.165,0,364,1,4,3,0.91,0,101.66666666666667,0.95,0.039999999999999925,1.5,True,False,25
1,0,36,0,2245,34,287,19,1,30,1239.16,0,395,0,2,3,0.72,0,62.361111111111114,0.95,0.22999999999999998,1.5,True,False,35
10,0,35,1,9000,116,146,44,1,30,948.64,0,378,0,5,2,0.77,0,257.14285714285717,0.95,0.17999999999999994,1.0,True,False,35
4,0,36,0,13658,164,2,45,1,30,560.88,0,210,0,4,3,0.95,2,379.3888888888889,0.95,0.0,2.1,True,False,35
4,0,36,0,4400,78,4,26,1,30,195.12,0,203,0,4,3,0.94,1,122.22222222222223,0.95,0.010000000000000009,1.8,True,False,35
3,0,36,0,5803,90,9,13,1,25,305.685,0,235,1,3,0,0.96,1,161.19444444444446,0.95,-0.010000000000000009,0.3,True,False,25
6,1,36,0,2123,49,10,18,2,30,126.88,0,267,1,4,2,0.8,1,58.97222222222222,0.95,0.1499999999999999,1.3,True,False,35
22,0,36,2,15025,220,56,33,1,30,833.8,0,369,1,3,1,0.86,2,417.3611111111111,0.95,0.08999999999999997,1.1,True,False,35
1,0,36,0,2980,22,485,9,1,30,2060.08,0,333,0,2,3,0.93,2,82.77777777777777,0.95,0.019999999999999907,2.1,True,False,35
6,0,35,0,15370,177,152,31,1,25,1383.615,0,311,1,3,3,0.74,1,439.14285714285717,0.95,0.20999999999999996,1.8,True,False,25
0,0,35,0,6385,81,188,27,1,30,1010.64,0,369,1,2,3,0.92,1,182.42857142857142,0.95,0.029999999999999916,1.8,True,False,35
0,0,35,0,760,9,2,12,2,25,43.605,0,311,1,5,1,0.73,1,21.714285714285715,0.95,0.21999999999999997,0.8,True,False,25
0,0,36,0,595,9,15,9,2,25,94.68,0,244,1,4,0,0.97,2,16.52777777777778,0.95,-0.020000000000000018,0.6,True,False,25
0,0,35,0,0,0,2,0,2,25,9.0,1,253,1,4,0,0.89,2,0.0,0.95,0.05999999999999994,0.6,True,False,25
0,0,35,0,7393,122,386,44,1,25,2075.175,0,279,1,4,0,0.85,0,211.22857142857143,0.95,0.09999999999999998,0.0,True,False,25
4,0,35,0,11350,149,13,48,1,30,511.96,0,172,1,3,3,0.85,2,324.2857142857143,0.95,0.09999999999999998,2.1,True,False,35
5,0,35,0,6603,70,110,38,1,25,795.285,0,335,1,5,2,0.75,1,188.65714285714284,0.95,0.19999999999999996,1.3,True,False,25
20,0,31,0,840,42,18,18,2,25,120.69,1,313,1,2,1,0.8,2,27.096774193548388,0.95,0.1499999999999999,1.1,True,False,25
18,0,34,7,10320,88,3,43,1,45,267.7,0,332,1,3,1,0.92,2,303.52941176470586,0.95,0.029999999999999916,1.1,True,False,45
10,0,34,0,5703,93,28,25,1,25,386.82,1,283,0,1,0,0.86,2,167.73529411764707,0.95,0.08999999999999997,0.6,True,False,25
0,0,32,0,2725,17,2,15,1,30,117.68,0,345,1,2,2,0.86,0,85.15625,0.95,0.08999999999999997,1.0,True,False,35
6,0,33,0,2875,36,11,17,2,25,180.495,1,387,1,3,1,0.76,0,87.12121212121212,0.95,0.18999999999999995,0.5,True,False,25
6,1,34,0,2153,39,36,32,2,30,231.68,1,292,0,3,3,0.91,2,63.3235294117647,0.95,0.039999999999999925,2.1,True,False,35
0,0,34,0,0,0,2,0,2,30,8.0,1,261,1,5,0,0.82,0,0.0,0.95,0.13,0.0,True,False,35
0,0,34,0,1553,20,2,7,1,30,70.92,0,176,1,4,3,0.75,0,45.6764705882353,0.95,0.19999999999999996,1.5,True,False,35
0,0,31,0,6670,92,16,23,1,45,209.05,0,344,0,3,0,0.98,0,215.16129032258064,0.95,-0.030000000000000027,0.0,True,False,45
0,0,34,0,513,2,11,5,2,45,40.375,1,375,0,3,1,0.85,1,15.088235294117647,0.95,0.09999999999999998,0.8,True,False,45
0,0,34,0,0,0,6,0,1,55,9.0,0,324,0,4,1,0.86,0,0.0,0.95,0.08999999999999997,0.5,True,False,55
22,0,29,2,15960,233,2,81,1,25,737.685,0,366,1,4,2,0.99,0,550.3448275862069,0.95,-0.040000000000000036,1.0,True,False,25
3,0,32,2,6850,111,273,34,1,25,1541.745,0,365,0,2,2,0.81,1,214.0625,0.95,0.1399999999999999,1.3,False,True,25
0,0,34,0,3603,77,4,29,1,25,183.6,0,349,1,3,0,0.98,1,105.97058823529412,0.95,-0.030000000000000027,0.3,True,False,25
0,0,33,0,1550,39,40,21,2,30,223.56,0,275,1,3,1,0.91,1,46.96969696969697,0.95,0.039999999999999925,0.8,True,False,35
3,0,34,0,2665,48,177,24,1,25,918.585,0,174,1,1,2,0.89,2,78.38235294117646,0.95,0.05999999999999994,1.6,True,False,25
1,0,25,0,1200,31,195,12,1,25,932.895,0,150,1,5,1,0.77,2,48.0,0.95,0.17999999999999994,1.1,False,True,25
1,0,24,0,1453,34,32,69,1,45,117.175,0,201,0,3,0,0.72,0,60.541666666666664,0.95,0.22999999999999998,0.0,True,False,45
8,0,25,0,585,20,12,8,2,25,81.225,0,257,0,2,0,0.83,2,23.4,0.95,0.12,0.6,True,False,25
0,0,24,0,710,5,23,4,2,45,75.375,0,335,1,4,2,0.7,0,29.583333333333332,0.95,0.25,1.0,True,False,45
7,0,23,0,1110,27,21,14,1,25,145.665,0,263,0,4,1,0.72,1,48.26086956521739,0.95,0.22999999999999998,0.8,True,False,25
0,0,23,0,3110,56,10,24,1,30,166.64,0,155,0,5,2,0.88,1,135.2173913043478,0.95,0.06999999999999995,1.3,True,False,35
0,0,16,0,1580,21,30,15,1,25,207.045,0,202,1,1,0,0.92,2,98.75,0.95,0.029999999999999916,0.6,True,False,25
13,0,15,0,6277,136,87,43,1,15,831.215,0,394,0,3,2,0.75,0,418.46666666666664,0.95,0.19999999999999996,1.0,False,True,18
9,0,13,0,8817,166,75,41,1,45,412.075,0,397,1,1,0,0.92,2,678.2307692307693,0.95,0.029999999999999916,0.6,True,False,45
5,0,14,2,2737,40,33,20,1,30,243.08,0,244,1,3,2,0.98,1,195.5,0.95,-0.030000000000000027,1.3,True,False,35
0,0,7,0,4275,35,217,11,1,30,1040.4,0,351,1,3,3,0.92,2,610.7142857142857,0.95,0.029999999999999916,2.1,True,False,35
0,1,7,0,1372,14,2,8,1,25,71.37,1,329,1,3,1,0.94,2,196.0,0.95,0.010000000000000009,1.1,True,False,25
1,0,36,0,3875,64,0,12,1,25,177.255,0,382,1,5,0,0.91,1,107.63888888888889,0.95,0.039999999999999925,0.3,True,False,25
0,0,37,0,0,0,0,0,2,25,0.0,0,371,1,3,0,0.77,0,0.0,0.95,0.17999999999999994,0.0,True,False,25
3,0,35,0,1958,53,343,19,1,25,1633.995,0,307,1,3,1,0.81,2,55.94285714285714,0.95,0.1399999999999999,1.1,True,False,25
3,0,36,0,3703,59,0,30,1,25,169.29,0,248,1,1,0,0.98,1,102.86111111111111,0.95,-0.030000000000000027,0.3,True,False,25
0,0,36,0,1898,51,0,28,1,15,107.195,0,306,0,2,3,0.9,1,52.72222222222222,0.95,0.04999999999999993,1.8,True,False,18
4,0,36,0,3280,75,16,23,1,25,222.975,0,229,1,5,3,0.94,1,91.11111111111111,0.95,0.010000000000000009,1.8,True,False,25
0,0,36,0,1865,32,269,13,1,30,1151.88,0,237,0,3,3,0.99,0,51.80555555555556,0.95,-0.040000000000000036,1.5,True,False,35
6,0,35,1,8620,114,128,38,1,30,861.36,0,302,0,5,3,0.77,0,246.28571428571428,0.95,0.17999999999999994,1.5,True,False,35
0,0,36,0,13278,162,0,39,1,30,537.6,0,292,0,3,2,0.8,2,368.8333333333333,0.95,0.1499999999999999,1.6,True,False,35
0,0,36,0,4020,76,0,20,1,30,163.84,0,295,1,3,1,0.89,0,111.66666666666667,0.95,0.05999999999999994,0.5,True,False,35
0,0,36,0,5423,88,0,7,1,25,247.995,0,246,1,3,1,0.71,1,150.63888888888889,0.95,0.24,0.8,True,False,25
2,0,36,0,1743,47,0,12,2,30,71.6,0,252,1,3,1,0.87,2,48.416666666666664,0.95,0.07999999999999996,1.1,True,False,35
18,0,36,2,14645,218,38,27,1,30,746.52,0,152,1,1,3,0.94,0,406.80555555555554,0.95,0.010000000000000009,1.5,True,False,35
0,0,36,0,2600,20,467,3,1,30,1972.8,0,300,0,1,1,0.88,1,72.22222222222223,0.95,0.06999999999999995,0.8,True,False,35
2,0,35,0,14990,175,134,25,1,25,1285.425,0,293,1,3,1,0.79,2,428.2857142857143,0.95,0.15999999999999992,1.1,True,False,25
0,0,35,0,6005,79,170,21,1,30,923.36,0,383,1,3,2,0.92,2,171.57142857142858,0.95,0.029999999999999916,1.6,True,False,35
0,0,35,0,380,7,0,6,2,25,17.415,0,276,1,3,1,0.74,0,10.857142857142858,0.95,0.20999999999999996,0.5,True,False,25
0,0,36,0,215,7,0,3,2,25,9.99,0,266,0,3,1,0.97,1,5.972222222222222,0.95,-0.020000000000000018,0.8,True,False,25
0,0,35,0,0,0,0,0,2,25,0.0,1,166,0,2,0,0.73,0,0.0,0.95,0.21999999999999997,0.0,True,False,25
0,0,35,0,7013,120,368,38,1,25,1976.985,0,199,1,4,0,0.96,1,200.37142857142857,0.95,-0.010000000000000009,0.3,True,False,25
0,0,35,0,10970,147,0,42,1,30,444.68,0,234,1,4,0,0.85,0,313.42857142857144,0.95,0.09999999999999998,0.0,True,False,35
1,0,35,0,6223,68,92,32,1,25,697.095,0,244,1,1,1,0.83,2,177.8,0.95,0.12,1.1,True,False,25
16,1,31,0,460,40,0,12,2,25,22.5,1,240,1,3,3,0.85,0,14.838709677419354,0.95,0.09999999999999998,1.5,True,False,25
14,0,34,7,9940,86,0,37,1,45,250.65,0,248,1,4,1,0.76,2,292.3529411764706,0.95,0.18999999999999995,1.1,True,False,45
6,0,34,0,5323,91,10,19,1,25,288.63,1,342,1,4,2,0.84,1,156.55882352941177,0.95,0.10999999999999999,1.3,True,False,25
0,0,32,0,2345,15,0,9,1,30,94.4,0,182,0,2,1,0.95,2,73.28125,0.95,0.0,1.1,True,False,35
2,1,33,0,2495,34,0,11,2,25,113.805,1,233,0,5,1,0.94,0,75.60606060606061,0.95,0.010000000000000009,0.5,True,False,25
2,0,34,0,1773,37,18,26,2,30,144.4,1,190,0,4,0,0.75,0,52.14705882352941,0.95,0.19999999999999996,0.0,True,False,35
0,0,34,0,0,0,0,0,2,30,0.0,1,226,1,3,2,0.9,1,0.0,0.95,0.04999999999999993,1.3,True,False,35
0,0,34,0,1173,18,0,1,1,30,47.64,0,321,1,4,2,0.96,2,34.5,0.95,-0.010000000000000009,1.6,True,False,35
0,0,31,0,6290,90,0,17,1,45,159.5,0,161,1,5,1,0.95,2,202.90322580645162,0.95,0.0,1.1,True,False,45
0,0,34,0,0,0,0,0,2,45,0.0,1,234,1,2,2,0.83,2,0.0,0.95,0.12,1.6,True,False,45
0,0,34,0,0,0,0,0,1,55,0.0,0,155,1,1,1,0.71,1,0.0,0.95,0.24,0.8,True,False,55
18,0,29,2,15580,231,0,75,1,25,711.495,0,388,1,3,1,0.98,2,537.2413793103449,0.95,-0.030000000000000027,1.1,True,False,25
0,0,32,2,6470,109,255,28,1,25,1443.555,0,331,1,1,2,0.82,1,202.1875,0.95,0.13,1.3,False,True,25
0,0,34,0,3223,75,0,23,1,25,148.41,0,210,1,5,2,0.81,2,94.79411764705883,0.95,0.1399999999999999,1.6,True,False,25
0,0,33,0,1170,37,22,15,2,30,136.28,0,199,1,5,0,0.93,2,35.45454545454545,0.95,0.019999999999999907,0.6,True,False,35
0,0,34,0,2285,46,159,18,1,25,820.395,0,174,1,4,1,0.78,2,67.20588235294117,0.95,0.16999999999999993,1.1,True,False,25
0,0,25,0,820,29,177,6,1,25,834.705,0,268,1,5,1,0.95,1,32.8,0.95,0.0,0.8,False,True,25
0,0,24,0,1073,32,14,63,1,45,62.625,0,338,1,1,3,0.72,1,44.708333333333336,0.95,0.22999999999999998,1.8,True,False,45
4,0,25,0,205,18,0,2,2,25,10.035,0,296,1,4,1,0.92,1,8.2,0.95,0.029999999999999916,0.8,True,False,25
0,0,24,0,0,0,5,0,2,45,12.5,0,370,1,3,3,0.99,2,0.0,0.95,-0.040000000000000036,2.1,True,False,45
3,0,23,0,730,25,3,8,1,25,47.475,0,235,1,2,2,1.0,2,31.73913043478261,0.95,-0.050000000000000044,1.6,True,False,25
0,0,23,0,2730,54,0,18,1,30,111.36,0,219,0,2,0,0.98,2,118.69565217391305,0.95,-0.030000000000000027,0.6,True,False,35
0,0,16,0,1200,19,12,9,1,25,108.855,0,269,1,3,1,0.96,2,75.0,0.95,-0.010000000000000009,1.1,True,False,25
9,0,15,0,5897,134,69,37,1,15,711.205,0,200,1,4,3,0.78,2,393.1333333333333,0.95,0.16999999999999993,2.1,False,True,18
5,0,13,0,8437,164,57,35,1,45,357.525,0,393,0,1,1,0.99,2,649.0,0.95,-0.040000000000000036,1.1,True,False,45
1,0,14,2,2357,38,15,14,1,30,155.8,0,196,1,4,2,0.98,2,168.35714285714286,0.95,-0.030000000000000027,1.6,True,False,35
0,0,7,0,3895,33,199,5,1,30,953.12,0,269,0,5,3,0.86,2,556.4285714285714,0.95,0.08999999999999997,2.1,True,False,35
0,0,7,0,992,12,0,2,1,25,45.18,1,280,1,1,2,0.82,0,141.71428571428572,0.95,0.13,1.0,True,False,25
